Serial Number,Chinese Full Name,English Name,Geological time,Other names,Notes,location,location,location,location,location,location,location,location,location,location,location,location,location,location,location,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock
210038,东焦群,Dongjiao Gr,Pt1,,本群与山西滹沱群之郭家寨亚群大体相当,hebei,,,,,,,,,,,,,,,角斑岩,石英角斑岩,粗面岩,石英斑岩,流纹岩,英安岩,碎屑岩,砾岩,角砾岩,硅质角砾岩,砂岩,石英砂岩,长石石英砂岩,长石石英岩,粉砂岩,页岩,砂质页岩,变英安岩,变流纹岩,变火山岩,片岩,板岩,绿片岩,石英片岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210039,东冶亚群,Dongye SubGr,Pt1,,,shanxi,,,,,,,,,,,,,,,白云岩,板岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210040,陡崖组,Douya Fm,Pt1,五个庄组、璋夼组,,,,,,,,,,,,,,,,,片岩,片麻岩,云母片岩,石英岩,变粒岩,黑云变粒岩,大理岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210041,豆村亚群,Doucun Sub Gr,Pt1,大石岭组,,shanxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210042,放牛山组,Fangniushan Fm,Pt1,,,henan,,,,,,,,,,,,,,,砾岩,片岩,钙质绿泥片岩,角闪绿泥片岩,石英片岩,石英岩,大理岩,白云石大理岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210043,肥味河组,Feiweihe Fm,Pt1,,,yunnan,,,,,,,,,,,,,,,辉绿岩,辉长辉绿岩,板岩,碳质板岩,大理岩,白云石大理岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210044,粉子山群,Fenzishan Gr,Pt1,王台系,,shandong,,,,,,,,,,,,,,,辉石岩,透辉石岩,角闪石岩,花岗岩,砾岩,砂岩,石英砂岩,长石石英砂岩,长石石英岩,杂砂岩,粉砂岩,碳酸盐岩,泥灰岩,变质砾岩,片岩,千枚岩,石墨片岩,石英片岩,磁铁石英岩,浅粒岩,变粒岩,黑云变粒岩,角闪变粒岩,角闪岩,斜长角闪岩,大理岩,白云石大理岩,石墨大理岩,白云质大理岩,混合岩,,,,,,,,,,,,,,,,,,,,,,
210045,凤港组,Fenggang Fm,Pt1,,,yunnan,,,,,,,,,,,,,,,辉石岩,透辉石岩,角闪石岩,辉长岩,辉绿岩,花岗岩,伟晶岩,变辉绿岩,片岩,片麻岩,绿片岩,黑云二长片麻岩,矽线黑云片麻岩,斜长片麻岩,黑云斜长片麻岩,角闪斜长片麻岩,石榴黑云斜长片麻岩,石榴角闪斜长片麻岩,变粒岩,角闪斜长变粒岩,黑云斜长变粒岩,角闪岩,斜长角闪岩,石榴斜长角闪岩,大理岩,混合岩,均质混合岩,混合花岗岩,,,,,,,,,,,,,,,,,,,,,,,,
210046,凤阳(岩)群,Fengyang Gr,Pt1,,,anhui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210047,佛堂村组,Fotangcun Fm,Pt1,,,shanxi,,,,,,,,,,,,,,,片岩,片麻岩,角闪片岩,斜长片麻岩,角闪斜长片麻岩,大理岩,白云石大理岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210048,盖县组,Gaixian Fm,Pt1,花山组、临红组、草河群上部,,liaoning,jilin,,,,,,,,,,,,,,片岩,千枚岩,云母片岩,石英岩,大理岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210049,甘陶河群,Gantaohe Gr,Pt1,,本群与山西五台山 滹沱超群中下部大体相当,hebei,,,,,,,,,,,,,,,玄武岩,安山玄武岩,安山岩,熔凝灰岩,火山角砾岩,碎屑岩,砂岩,细砂岩,石英砂岩,长石石英砂岩,长石砂岩,长石石英岩,含铜砂岩,含磷砂岩,碳酸盐岩,白云岩,变质砾岩,变质砂岩,变玄武岩,变安山岩,片岩,板岩,千枚状板岩,粉砂质板岩,千枚岩,钙质片岩,角闪片岩,绿片岩,石英片岩,云母石英片岩,大理岩,白云质大理岩,,,,,,,,,,,,,,,,,,,,
210050,岗嵛组,Gangyu Fm,Pt1,,隶属粉子山群,shandong,,,,,,,,,,,,,,,片岩,变粒岩,黑云变粒岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210051,高家峪组,Gaojiayu Fm,Pt1,,,liaoning,,,,,,,,,,,,,,,变粒岩,黑云变粒岩,大理岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210052,高小岭组,Gaoxiaoling Fm,Pt1,,,liaoning,,,,,,,,,,,,,,,浅粒岩,黑云浅粒岩,变粒岩,黑云变粒岩,大理岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210053,谷泉山组,Guquanshan Fm,Pt1,,,shanxi,,,,,,,,,,,,,,,长石石英岩,钙质石英岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210054,光山段,Guangshan Mem,Pt1,,,shandong,,,,,,,,,,,,,,,变粒岩,角闪变粒岩,角闪岩,斜长角闪岩,大理岩,白云石大理岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210055,郭家寨亚群,Guojiazhai SubGr,Pt1,,,shanxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210056,郭庄(岩)组,Guozhuang Fm,Pt1,龙凤店组、上瓦房庄段,属秦岭(岩)群,henan,shaanxi,,,,,,,,,,,,,,片麻岩,斜长片麻岩,黑云斜长片麻岩,石榴黑云斜长片麻岩,麻粒岩,大理岩,白云质大理岩,混合岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210057,旱沟碳质板岩,Hangou Carbonaceous Slate,Pt1,,现归于老岭(岩)群,jilin,,,,,,,,,,,,,,,片岩,石墨片岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210058,蒿亭组,Haoting Fm,Pt1,,隶属于甘陶河群,hebei,,,,,,,,,,,,,,,玄武岩,砂岩,白云岩,变玄武岩,板岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210059,河边村组,Hebiancun Fm,Pt1,,,shanxi,,,,,,,,,,,,,,,白云岩,燧石,板岩,千枚岩,石英岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210060,河口(岩)群,Hekou Gr,Pt1,,,sichuan,yunnan,,,,,,,,,,,,,,角斑岩,钠长岩,片岩,石英钠长岩,大理岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210061,核桃湾(岩)组,Hetaowan Fm,Pt1,,,sichuan,,,,,,,,,,,,,,,火山角砾岩,凝灰岩,片岩,钠长阳起片岩,钠长绿泥片岩,石英片岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210062,黑茶山群,Heichashan Gr,Pt1,寨上村石英岩,,shanxi,,,,,,,,,,,,,,,砾岩,砂岩,石英砂岩,长石石英砂岩,长石石英岩,片岩,片麻岩,绿片岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210063,黑山背组,Heishanbei Fm,Pt1,,,shanxi,,,,,,,,,,,,,,,长石石英岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210064,红旗营子群,Hongqiyingzi Gr,Pt1,单塔子群、刘营组、凤凰嘴组,,hebei,,,,,,,,,,,,,,,花岗岩,砾岩,底砾岩,砂岩,杂砂岩,碳酸盐岩,结晶灰岩,片岩,片麻岩,斜长片麻岩,黑云斜长片麻岩,角闪斜长片麻岩,角闪黑云斜长片麻岩,黑云角闪斜长片麻岩,石英岩,变粒岩,黑云变粒岩,角闪斜长变粒岩,角闪黑云变粒岩,黑云角闪斜长变粒岩,角闪黑云斜长变粒岩,角闪岩,斜长角闪岩,大理岩,白云石大理岩,混合岩,,,,,,,,,,,,,,,,,,,,,,,,,,
210066,红石头(岩)组,Hongshitou Fm,Pt1,,本(岩)组无层理，故尚无层型剖面,shanxi,,,,,,,,,,,,,,,砾岩,角砾岩,白云岩,燧石,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210067,滹沱群,Hutuo Gr,Pt1,,李希霍芬命名“滹沱页岩”，真正确定“滹沱”实质含义的是维里士等(1907),hebei,shanxi,,,,,,,,,,,,,,玄武岩,闪长岩,花岗岩,二长花岗岩,碎屑岩,砾岩,角砾岩,硅质角砾岩,砂岩,石英砂岩,长石石英砂岩,长石石英岩,粉砂岩,泥岩,页岩,碳酸盐岩,硅质灰岩,泥灰岩,白云岩,叠层石白云岩,燧石,变质砾岩,变玄武岩,变闪长岩,片岩,板岩,千枚岩,黑云石榴片岩,绿片岩,磁铁石英岩,钙质石英岩,大理岩,白云质大理岩,条带状大理岩,,,,,,,,,,,,,,,,,,
210068,花峪组,Huayu Fm,Pt1,,,henan,,,,,,,,,,,,,,,砾岩,底砾岩,砂岩,变质砂岩,千枚岩,石英岩,大理岩,白云石大理岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210069,槐荫村组,Huaiyincun Fm,Pt1,瑶池村组三段,,shanxi,,,,,,,,,,,,,,,白云岩,千枚岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210070,荒岔沟(岩)组,Huangchagou Fm,Pt1,,有人认为，该组由原新开河组荒岔沟段晋升为荒岔沟(岩)组，属集安(岩)群。本组层位及上下接触关系清楚，应称为荒岔沟组,jilin,,,,,,,,,,,,,,,变粒岩,角闪岩,斜长角闪岩,大理岩,石墨大理岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210071,黄羊岭组,Huangyangling Fm,Pt1,阿克日塔克达坂组,,xinjiang,,,,,,,,,,,,,,,砂岩,粗砂岩,岩屑砂岩,长石岩屑砂岩,粉砂岩,钙质粉砂岩,泥岩,石英岩,钙质石英岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210072,湟源群,Huangyuan Gr,Pt1,,,shandong,qinghai,,,,,,,,,,,,,,碎屑岩,碳酸盐岩,白云岩,片岩,片麻岩,千枚岩,云母片岩,角闪石片岩,绿片岩,石英二云片岩,石英片岩,云母石英片岩,黑云二长片麻岩,斜长片麻岩,黑云斜长片麻岩,角闪斜长片麻岩,黑云角闪斜长片麻岩,石英岩,变粒岩,黑云变粒岩,角闪岩,斜长角闪岩,大理岩,白云质大理岩,混合岩,,,,,,,,,,,,,,,,,,,,,,,,,,,
210073,集安(岩)群,Jian Gr,Pt1,胶东系、中鞍山群、鞍山群、辑安亚群、辽河群、鸭绿江群、清河组、新开河组、霸王朝组、大东岔组、花山组等,,jilin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210074,济宁(岩)群,Jining Gr,Pt1,,,shandong,,,,,,,,,,,,,,,玢岩,板岩,千枚岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210075,建安村组,Jianancun Fm,Pt1,瑶池村组一段,,shanxi,,,,,,,,,,,,,,,白云岩,叠层石白云岩,千枚岩,石英岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210076,绛道沟组,Jiangdaogou Fm,Pt1,,,shanxi,,,,,,,,,,,,,,,砾岩,底砾岩,长石石英岩,片岩,大理岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210077,胶南(岩)群,Jiaonan Gr,Pt1,,与胶北粉子山群和荆山群相似,,,,,,,,,,,,,,,,闪长岩,花岗岩,砾岩,砂岩,石英砂岩,长石石英砂岩,长石砂岩,长石石英岩,碳酸盐岩,变质砾岩,变质长石砂岩,片岩,千枚岩,角闪黑云片岩,石英片岩,浅粒岩,变粒岩,黑云变粒岩,角闪岩,斜长角闪岩,榴辉岩,大理岩,石墨大理岩,混合岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210078,界牌梁组,Jiepailiang Fm,Pt1,前岭石英岩,,shanxi,,,,,,,,,,,,,,,砾岩,底砾岩,长石石英岩,变质砾岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210079,荆山群,Jingshan Gr,Pt1,,,shandong,,,,,,,,,,,,,,,辉石岩,透辉石岩,花岗岩,碎屑岩,长石石英岩,碳酸盐岩,片岩,片麻岩,角闪黑云片岩,石榴黑云片麻岩,斜长片麻岩,黑云斜长片麻岩,石榴黑云斜长片麻岩,变粒岩,黑云变粒岩,角闪变粒岩,角闪岩,斜长角闪岩,透辉斜长角闪岩,麻粒岩,大理岩,白云石大理岩,石墨大理岩,白云质大理岩,混合岩,,,,,,,,,,,,,,,,,,,,,,,,,,,
210080,巨屯组,Jutun Fm,Pt1,巨屯张格庄组,属粉子山群,shandong,,,,,,,,,,,,,,,片岩,变粒岩,黑云变粒岩,大理岩,石墨大理岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210081,康定(岩)群,Kangding Gr,Pt1,磨盘山结晶片岩、仁和群,,sichuan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210082,宽甸群,Kuandian Gr,Pt1,,本群与吉林省之集安(岩)群为；本群与上覆层的接触关系，一些研究者认为与辽河群上亚群（陈荣度，1975）或“北辽河群”(张秋生，1984)、辽河群上部(白瑾，1993)为整合接触,liaoning,jilin,,,,,,,,,,,,,,角闪石岩,花岗岩,碎屑岩,碳酸盐岩,片岩,石英片岩,石英岩,浅粒岩,黑云浅粒岩,变粒岩,黑云变粒岩,角闪透辉变粒岩,角闪岩,斜长角闪岩,大理岩,白云质大理岩,混合岩,条痕状混合岩,混合花岗岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210083,宽滩组,Kuantan Fm,Pt1,四集庄组,,shanxi,,,,,,,,,,,,,,,砾岩,石英岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210084,岚河群,Lanhe Gr,Pt1,,,shanxi,,,,,,,,,,,,,,,玄武岩,花岗岩,砾岩,砂岩,含砾砂岩,长石石英岩,钙质砂岩,页岩,碳酸盐岩,白云岩,片岩,片麻岩,千枚岩,绿片岩,钙质石英岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210085,浪子山(岩)组(组),Langzishan Fm(Fm),Pt1,双塔岭组,隶属于辽河(岩)群，为最下部的一个(岩)组,liaoning,,,,,,,,,,,,,,,砾岩,片岩,千枚岩,石英片岩,石英岩,变粒岩,大理岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210086,老厂河组,Laochanghe Fm,Pt1,,本组为大红山群下部的组级单位,yunnan,,,,,,,,,,,,,,,砂岩,粉砂岩,泥质粉砂岩,泥岩,碳质泥岩,片岩,云母片岩,角闪黑云片岩,石英片岩,石英岩,大理岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210087,老岭(岩)群,Laoling Gr,Pt1,通化群、辽阳群,,jilin,,,,,,,,,,,,,,,板岩,碳质板岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210088,老爷山组,Laoyeshan Fm,Pt1,,隶属于芝罘群,shandong,,,,,,,,,,,,,,,片岩,片麻岩,石英片岩,钾长片麻岩,石英岩,变粒岩,角闪岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210089,老营沟组,Laoyinggou Fm,Pt1,,,liaoning,,,,,,,,,,,,,,,变粒岩,角闪岩,斜长角闪岩,大理岩,混合岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210090,冷竹关(岩)组,Lengzhuguan Fm,Pt1,瓦斯沟组、冷水箐组、大田组,,sichuan,,,,,,,,,,,,,,,碎屑岩,片岩,片麻岩,板岩,碳质板岩,云母片岩,浅粒岩,变粒岩,黑云变粒岩,角闪变粒岩,黑云角闪变粒岩,角闪岩,黑云角闪岩,斜长角闪岩,麻粒岩,大理岩,混合岩,混合片麻岩,混合岩化斜长角闪岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210091,里尔峪(岩)组(组),Lieryu Fm (Fm),Pt1,鹰嘴砬子组、杨木杆组、砖庙组、判甲炉组,隶属辽河(岩)群(群),liaoning,jilin,,,,,,,,,,,,,,凝灰岩,碎屑岩,碳酸盐岩,浅粒岩,变粒岩,角闪岩,斜长角闪岩,大理岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210092,两角村组,Liangjiaocun Fm,Pt1,,,shanxi,,,,,,,,,,,,,,,白云岩,千枚岩,大理岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210093,辽河群(岩)群,Liaohe Gr (Gr),Pt1,青城子变质岩系、响水寺统、大石桥统、盖平统、尧岭群、草河群、临江系、下辽河群、草河群、辽阳群等,本群有人称为辽河(岩)群,liaoning,jilin,,,,,,,,,,,,,,粘土,碳酸盐岩,片岩,变粒岩,角闪岩,斜长角闪岩,大理岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210094,林家台子组,Linjiataizi Fm,Pt1,,,liaoning,,,,,,,,,,,,,,,浅粒岩,变粒岩,黑云变粒岩,角闪岩,斜长角闪岩,大理岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210095,刘定寺亚群,Liudingsi Sub-Gr,Pt1,,,shanxi,,,,,,,,,,,,,,,白云岩,板岩,千枚岩,石英岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210096,刘家河组,Liuliahe Fm,Pt1,,,liaoning,,,,,,,,,,,,,,,变粒岩,黑云变粒岩,角闪岩,斜长角闪岩,混合岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210097,刘家泉(岩)组,Loujiaquan Fm,Pt1,中天山群,,xinjiang,,,,,,,,,,,,,,,片岩,石英片岩,石英岩,大理岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210098,刘家台组,Liujiatai Fm,Pt1,,隶属于湟源群,qinghai,,,,,,,,,,,,,,,片岩,云母片岩,大理岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210099,龙峪组,Longyu Fm,Pt1,下阴片岩,属中条群,shanxi,,,,,,,,,,,,,,,白云岩,片岩,千枚岩,石英岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210100,鲁杖子组,Luzhangzi Fm,Pt1,,,hebei,,,,,,,,,,,,,,,片岩,千枚岩,石英片岩,变粒岩,角闪岩,斜长角闪岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210101,禄格庄组,Lugezhuang Fm,Pt1,山张家组、晶山组,属荆山群,,,,,,,,,,,,,,,,片岩,变粒岩,角闪岩,大理岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210102,乱石村组,Luanshicun Fm,Pt1,,,shanxi,,,,,,,,,,,,,,,砾岩,长石石英岩,变质砾岩,千枚岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210103,罗汉洞组,Luohandong Fm,Pt1,嵩山组、嵩山石英岩、嵩山石英岩组、嵩山石英岩层,有人认为，本名称与甘肃白垩系罗汉洞组为同名异物，命名晚于甘肃，应另命新名,henan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210104,落凼(岩)组,Luodong Fm,Pt1,岔河组,,sichuan,,,,,,,,,,,,,,,钠长岩,砂岩,片岩,石英钠长岩,石英片岩,大理岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210105,麻山(岩)群,Mashan Gr,Pt1,,,heilongjiang,,,,,,,,,,,,,,,片岩,片麻岩,石墨片麻岩,麻粒岩,大理岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210106,马衔山(岩)群,Maxianshan Gr,Pt1,皋兰系,,gansu,,,,,,,,,,,,,,,白云岩,片岩,片麻岩,角闪片岩,黑云角闪片岩,石英片岩,斜长片麻岩,黑云斜长片麻岩,角闪岩,斜长角闪岩,混合岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210107,蚂蚁河(岩)组,Mayihe Fm,Pt1,里尔峪组,隶属于集安(岩)群,jilin,,,,,,,,,,,,,,,花岗岩,电英岩,浅粒岩,钠长浅粒岩,变粒岩,黑云变粒岩,角闪岩,斜长角闪岩,大理岩,白云质大理岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210108,曼岗河组,Manganghe Fm,Pt1,,,yunnan,,,,,,,,,,,,,,,钠长斑岩,火山角砾岩,片岩,角闪片岩,钠长角闪片岩,大理岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210109,庙坡山组,Miaoposhan Fm,Pt1,井湾组,,henan,,,,,,,,,,,,,,,石英岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210110,庙子沟组,Miaozigou Fm,Pt1,刘营组,本组隶属于红旗营子群 Miao-Min(QH!!),hebei,,,,,,,,,,,,,,,片麻岩,斜长片麻岩,黑云斜长片麻岩,变粒岩,黑云变粒岩,角闪黑云变粒岩,角闪黑云斜长变粒岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210111,南寺掌组,Nansizhang Fm,Pt1,,隶属于甘陶河群,hebei,,,,,,,,,,,,,,,玄武岩,熔凝灰岩,火山角砾岩,砂岩,长石砂岩,长石石英岩,变质长石砂岩,片岩,角闪片岩,石英片岩,云母石英片岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210112,南寺组,Nansi Fm,Pt1,,,hebei,,,,,,,,,,,,,,,玄武岩,砾岩,角砾岩,砂岩,长石砂岩,含铜砂岩,含磷砂岩,变玄武岩,片岩,板岩,千枚状板岩,钙质片岩,石英片岩,大理岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210113,牛山组,Niushan Fm,Pt1,,,hebei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210114,坡头组,Potou Fm,Pt1,,,yunnan,,,,,,,,,,,,,,,黄土,粘土,红土,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210115,浦河杂岩,Puhe Complex,Pt1,,,anhui,,,,,,,,,,,,,,,片岩,片麻岩,二长片麻岩,斜长片麻岩,黑云斜长片麻岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210116,七东山亚群,Qidongshan SubGr,Pt1,,本亚群属滹沱群最下部的亚群,shanxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210117,前马宗组,Qianmazong Fm,Pt1,,,shanxi,,,,,,,,,,,,,,,砾岩,变质砾岩,千枚岩,石英岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210118,秦岭(岩)群,Qinling Gr,Pt1,毛集组、回龙寺组、银洞沟组、大河组、孤山头组、黄羊坝组、东流水组、双水磨组、张家庄组、太白组等,,henan,gansu,,,,,,,,,,,,,,砂岩,长石石英岩,杂砂岩,碳酸盐岩,片岩,片麻岩,石墨片岩,石英片岩,斜长片麻岩,黑云斜长片麻岩,石榴黑云斜长片麻岩,变粒岩,黑云变粒岩,角闪岩,斜长角闪岩,麻粒岩,大理岩,石墨大理岩,白云质大理岩,磷灰石大理岩,混合岩,混合片麻岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210119,青龙河群,Qinglonghe Gr,Pt1,朱杖子群,,hebei,,,,,,,,,,,,,,,砾岩,砂岩,杂砂岩,变质砾岩,片岩,云母片岩,绿片岩,石英岩,磁铁石英岩,变粒岩,角闪黑云斜长变粒岩,角闪岩,斜长角闪岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210120,青石村组,Qingshicun Fm,Pt1,,,shanxi,,,,,,,,,,,,,,,白云岩,板岩,千枚岩,石英岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210121,青石山组,Qingshishan Fm,Pt1,,属凤阳(岩)群，原命名时称为青石山层,anhui,,,,,,,,,,,,,,,石英岩,大理岩,白云石大理岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210122,青杨沟(岩)组,Qingyanggou Fm,Pt1,,,shanxi,,,,,,,,,,,,,,,片麻岩,石英岩,浅粒岩,变粒岩,大理岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210123,青杨树湾组,Qingyangshuwan Fm,Pt1,,,shanxi,,,,,,,,,,,,,,,砾岩,砂岩,长石石英岩,粉砂岩,变质砾岩,千枚岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210124,清水河(岩)组,Qingshuihe Fm,Pt1,,,yunnan,,,,,,,,,,,,,,,砂岩,泥岩,白垩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210125,邱官庄(岩)组(组),Qiuguanzhuang Fm(Fm),Pt1,,属胶南(岩)群,shandong,,,,,,,,,,,,,,,片岩,浅粒岩,变粒岩,黑云变粒岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210126,上店坊(岩)组,Shangdianfang Fm,Pt1,双水磨组、张家庄组,王振东1998年在《陕西省岩石地层》一书首次介绍,shaanxi,gansu,,,,,,,,,,,,,,片岩,角闪片岩,石英片岩,云母石英片岩,变粒岩,角闪岩,斜长角闪岩,大理岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
